temperature_c,perceived_temperature_c,conditions,season,is_holiday,is_weekend,hour_sin,hour_cos,weekday_sin,weekday_cos,month_sin,month_cos
13.6,14.0,clouds,Winter,0,1,0.0,1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
12.7,13.0,clouds,Winter,0,1,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
11.7,12.0,clouds,Winter,0,1,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
13.6,14.0,clouds,Winter,0,1,0.7071067811865475,0.7071067811865476,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
13.6,14.0,clouds,Winter,0,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
11.7,12.0,light_rain,Winter,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
10.8,11.0,clouds,Winter,0,1,0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
10.8,11.0,light_rain,Winter,0,1,0.8660254037844387,-0.49999999999999983,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
9.9,10.0,clouds,Winter,0,1,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,7.0,clouds,Winter,0,1,0.5000000000000003,-0.8660254037844385,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,6.0,clouds,Winter,0,1,0.25881904510252146,-0.9659258262890681,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,6.0,clouds,Winter,0,1,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,7.0,clouds,Winter,0,1,-0.2588190451025208,-0.9659258262890683,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,7.0,light_rain,Winter,0,1,-0.4999999999999998,-0.8660254037844388,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.0,6.0,light_rain,Winter,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.0,6.0,light_rain,Winter,0,1,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.0,6.0,clear,Winter,0,1,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
8.9,6.0,clouds,Winter,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
7.0,3.0,clear,Winter,0,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
6.1,2.0,clear,Winter,0,1,-0.866025403784439,0.49999999999999933,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
4.2,-1.0,clear,Winter,0,1,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
3.3,-2.0,clear,Winter,0,1,-0.5000000000000012,0.8660254037844379,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,1,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387
2.3,-3.0,clear,Winter,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
1.4,-5.0,clear,Winter,0,0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-0.5,-7.0,clear,Winter,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-0.5,-7.0,clear,Winter,0,0,0.9659258262890682,0.25881904510252096,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-1.4,-9.0,clear,Winter,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-1.4,-7.0,clear,Winter,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-1.4,-8.0,clear,Winter,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-0.5,-7.0,clear,Winter,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
0.5,-5.0,clear,Winter,0,0,0.5000000000000003,-0.8660254037844385,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
1.4,-4.0,clear,Winter,0,0,0.25881904510252146,-0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2.3,-2.0,clear,Winter,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
3.3,-2.0,clear,Winter,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
4.2,-0.0,clear,Winter,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
4.2,-0.0,clear,Winter,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
4.2,-0.0,clear,Winter,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
3.3,-1.0,clear,Winter,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
3.3,1.0,clear,Winter,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
1.4,1.0,clear,Winter,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
1.4,-1.0,clear,Winter,0,0,-0.866025403784439,0.49999999999999933,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
0.5,-3.0,clear,Winter,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-1.4,-6.0,clear,Winter,0,0,-0.5000000000000012,0.8660254037844379,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
0.5,-2.0,clear,Winter,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
-0.5,-4.0,clear,Winter,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-0.5,-4.0,clear,Winter,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-1.4,-6.0,clear,Winter,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-1.4,-4.0,clear,Winter,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-2.4,-6.0,clear,Winter,0,0,0.9659258262890682,0.25881904510252096,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-2.4,-6.0,clear,Winter,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-2.4,-6.0,clear,Winter,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-1.4,-6.0,clear,Winter,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-0.5,-6.0,clear,Winter,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
-0.5,-7.0,clouds,Winter,0,0,0.5000000000000003,-0.8660254037844385,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2.3,-2.0,clear,Winter,0,0,0.25881904510252146,-0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
3.3,-1.0,clear,Winter,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
4.2,1.0,clear,Winter,0,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
5.2,2.0,clear,Winter,0,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
6.1,3.0,clear,Winter,0,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
5.2,2.0,clear,Winter,0,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
4.2,1.0,clear,Winter,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
3.3,1.0,clear,Winter,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
3.3,1.0,clear,Winter,0,0,-0.866025403784439,0.49999999999999933,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2.3,2.0,clear,Winter,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2.3,1.0,clear,Winter,0,0,-0.5000000000000012,0.8660254037844379,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
1.4,-1.0,clear,Winter,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
1.4,1.0,clear,Winter,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
-0.5,-3.0,clear,Winter,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
-0.5,-3.0,clear,Winter,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
3.3,-1.0,clear,Winter,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,0,0.9659258262890682,0.25881904510252096,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
1.4,-3.0,clear,Winter,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
0.5,-4.0,clear,Winter,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
1.4,-4.0,clear,Winter,0,0,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2.3,-3.0,clear,Winter,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2.3,-3.0,clear,Winter,0,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
4.2,-1.0,clear,Winter,0,0,0.25881904510252146,-0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
4.2,-1.0,clear,Winter,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
5.2,1.0,clear,Winter,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
6.1,3.0,clear,Winter,0,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
6.1,3.0,clear,Winter,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
6.1,5.0,clear,Winter,0,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
3.3,-1.0,clear,Winter,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
3.3,-0.0,clear,Winter,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
3.3,1.0,clear,Winter,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,0,-0.866025403784439,0.49999999999999933,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
1.4,-3.0,clear,Winter,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
0.5,-3.0,clear,Winter,0,0,-0.5000000000000012,0.8660254037844379,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
1.4,1.0,clear,Winter,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
0.5,-0.0,clear,Winter,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-0.5,-1.0,clear,Winter,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-0.5,-1.0,clear,Winter,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-0.5,-3.0,clouds,Winter,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-1.4,-4.0,clouds,Winter,0,0,0.9659258262890682,0.25881904510252096,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-1.4,-5.0,clouds,Winter,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-0.5,-1.0,clouds,Winter,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
-0.5,-1.0,clear,Winter,0,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
0.5,-0.0,clouds,Winter,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
1.4,1.0,clear,Winter,0,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,1.0,clear,Winter,0,0,0.25881904510252146,-0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
4.2,3.0,clear,Winter,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
4.2,2.0,clear,Winter,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
5.2,2.0,clear,Winter,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
5.2,2.0,clear,Winter,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
4.2,1.0,clear,Winter,0,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,-1.0,clear,Winter,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,1.0,clear,Winter,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
1.4,-2.0,clear,Winter,0,0,-0.866025403784439,0.49999999999999933,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,-2.0,clouds,Winter,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2.3,-2.0,clouds,Winter,0,0,-0.5000000000000012,0.8660254037844379,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-2.0,clouds,Winter,0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2.3,2.0,light_rain,Winter,0,1,0.9659258262890682,0.25881904510252096,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,1.0,clouds,Winter,0,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-2.0,clear,Winter,0,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clear,Winter,0,1,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-4.0,clear,Winter,0,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2.3,-3.0,clear,Winter,0,1,0.5000000000000003,-0.8660254037844385,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,0.25881904510252146,-0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-4.0,clouds,Winter,0,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-3.0,clouds,Winter,0,1,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-2.0,clouds,Winter,0,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-2.0,clouds,Winter,0,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,1.0,clouds,Winter,0,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
1.4,-1.0,clear,Winter,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
-0.5,-3.0,clear,Winter,0,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
0.5,-2.0,clear,Winter,0,1,-0.866025403784439,0.49999999999999933,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
0.5,-3.0,clear,Winter,0,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
0.5,-3.0,clouds,Winter,0,1,-0.5000000000000012,0.8660254037844379,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
0.5,-3.0,clouds,Winter,0,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
0.5,-3.0,clouds,Winter,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-2.0,clouds,Winter,0,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-0.0,clouds,Winter,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-3.0,light_rain,Winter,0,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-3.0,light_rain,Winter,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-5.0,clouds,Winter,0,1,0.9659258262890682,0.25881904510252096,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-5.0,clouds,Winter,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-4.0,clouds,Winter,0,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-4.0,light_rain,Winter,0,1,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-4.0,light_rain,Winter,0,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-3.0,clouds,Winter,0,1,0.5000000000000003,-0.8660254037844385,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.4,-4.0,clouds,Winter,0,1,0.25881904510252146,-0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.4,-4.0,clouds,Winter,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.4,-4.0,clear,Winter,0,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.4,-5.0,clear,Winter,0,1,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
1.4,-5.0,clear,Winter,0,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
0.5,-7.0,clear,Winter,0,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-0.5,-8.0,clear,Winter,0,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-1.4,-8.0,clear,Winter,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-1.4,-8.0,clear,Winter,0,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-2.4,-8.0,clear,Winter,0,1,-0.866025403784439,0.49999999999999933,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-2.4,-9.0,clear,Winter,0,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
-2.4,-9.0,clear,Winter,0,1,-0.5000000000000012,0.8660254037844379,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
